unit_id,time_cycle,wear_value,temperature,wear_clean,temp_clean,is_outlier,wear_norm,temp_norm,rul
1,0,0.04873,34.1,0.04873,34.1,False,0.02793403092804291,0.09160328113348251,125.0
1,1,0.05293,34.018,0.05293,34.018,False,0.03216798725780762,0.08915734526472782,125.0
1,2,0.04696,33.891,0.04696,33.891,False,0.02614972076049921,0.08536912751677846,125.0
1,3,0.04553,33.452,0.04553,33.452,False,0.024708159438698366,0.07227442207307973,125.0
1,4,0.0532,34.304,0.0532,34.304,False,0.03244017016472107,0.09768829231916484,125.0
1,5,0.04348,33.845,0.04348,33.845,False,0.022641585515837014,0.08399701715137953,125.0
1,6,0.04678,33.861,0.04678,33.861,False,0.02596826548922358,0.08447427293064867,125.0
1,7,0.04137,33.759,0.04137,33.759,False,0.020514526502550454,0.0814317673378076,125.0
1,8,0.05251,34.637,0.05251,33.888999999999996,True,0.031744591624831155,0.08530947054436974,125.0
1,9,0.05188,34.136,0.05188,34.136,False,0.031109498175366446,0.09267710663683824,125.0
1,10,0.04843,33.917,0.04843,33.917,False,0.027631605475916858,0.086144668158091,125.0
1,11,0.05447,34.226,0.05447,34.226,False,0.033720437912054674,0.0953616703952274,125.0
1,12,0.04834,33.831,0.04834,33.831,False,0.027540877840279043,0.0835794183445191,125.0
1,13,0.05043,33.974,0.05043,33.974,False,0.0296477751567572,0.0878448918717374,125.0
1,14,0.05126,34.053,0.05126,34.053,False,0.03048448557430594,0.09020134228187911,125.0
1,15,0.05305,33.884,0.05305,33.884,False,0.03228895743865805,0.08516032811334824,125.0
1,16,0.05607,34.758,0.05607,34.758,False,0.03533337365672695,0.11123042505592848,125.0
1,17,0.05669,34.259,0.05669,34.259,False,0.03595838625778745,0.09634601043997017,125.0
1,18,0.05566,33.992,0.05566,33.992,False,0.03492005887215469,0.08838180462341527,125.0
1,19,0.04602,34.14,0.04602,34.14,False,0.025202121010504244,0.09279642058165548,125.0
1,20,0.05043,33.811,0.05043,33.811,False,0.0296477751567572,0.0829828486204325,125.0
1,21,0.04928,33.83,0.04928,33.83,False,0.028488477590273998,0.08354958985831462,125.0
1,22,0.05358,34.265,0.05358,34.265,False,0.03282324240408074,0.09652498135719613,125.0
1,23,0.05683,34.397,0.05683,34.397,False,0.036099518135446276,0.10046234153616698,125.0
1,24,0.05654,34.171,0.05654,34.171,False,0.03580717353172443,0.09372110365398953,125.0
1,25,0.05127,33.797,0.05127,33.797,False,0.030494566422710142,0.08256524981357186,125.0
1,26,0.05841,34.217,0.05841,34.217,False,0.03769229218331015,0.09509321401938846,125.0
1,27,0.05262,34.364,0.05262,34.364,False,0.031855480957277374,0.09947800149142422,125.0
1,28,0.05093,34.258,0.05093,34.258,False,0.030151817576967284,0.09631618195376591,125.0
1,29,0.05597,33.992,0.05597,33.992,False,0.035232565172684936,0.08838180462341527,125.0
1,30,0.05474,34.368,0.05474,34.368,False,0.03399262081896813,0.09959731543624166,125.0
1,31,0.0585,34.554,0.0585,34.554,False,0.037783019818947966,0.10514541387024613,125.0
1,32,0.05694,34.895,0.05694,34.895,False,0.036210407467892496,0.11531692766592103,125.0
1,33,0.05219,34.039,0.05219,34.039,False,0.031422004475896693,0.08978374347501868,125.0
1,34,0.05591,33.915,0.05591,33.915,False,0.035172080082259735,0.08608501118568229,125.0
1,35,0.06061,34.481,0.06061,34.481,False,0.039910078832234526,0.10296793437733039,125.0
1,36,0.05681,34.111,0.05681,34.111,False,0.03607935643863788,0.09193139448172995,125.0
1,37,0.05106,33.936,0.05106,33.936,False,0.030282868606221904,0.08671140939597315,125.0
1,38,0.06032,34.251,0.06032,34.251,False,0.039617734228512676,0.09610738255033549,125.0
1,39,0.05594,34.3,0.05594,34.3,False,0.035202322627472325,0.0975689783743474,125.0
1,40,0.0626,34.394,0.0626,34.394,False,0.04191616766467067,0.100372856077554,125.0
1,41,0.05954,34.551,0.05954,34.551,False,0.038831428052984944,0.10505592841163315,125.0
1,42,0.05931,34.21,0.05931,34.21,False,0.03859956853968831,0.09488441461595826,125.0
1,43,0.06163,34.271,0.06163,34.271,False,0.04093832536946309,0.09670395227442208,125.0
1,44,0.05781,34.494,0.05781,34.494,False,0.03708744127905805,0.10335570469798655,125.0
1,45,0.05845,33.722,0.05845,33.722,False,0.03773261557692696,0.0803281133482476,125.0
1,46,0.06135,34.237,0.06135,34.237,False,0.04065606161414546,0.09568978374347506,125.0
1,47,0.05916,34.359,0.05916,34.359,False,0.038448355813625275,0.09932885906040272,125.0
1,48,0.06002,34.33,0.06002,34.33,False,0.03931530877638662,0.09846383296047719,125.0
1,49,0.05296,33.946,0.05296,33.946,False,0.03219822980302022,0.08700969425801633,125.0
1,50,0.06703,34.435,0.06703,34.435,False,0.046381983507732025,0.10159582401193144,125.0
1,51,0.0551,33.967,0.0551,33.967,False,0.03435553136151939,0.08763609246830718,125.0
1,52,0.05821,34.269,0.05821,34.269,False,0.03749067521522612,0.09664429530201336,125.0
1,53,0.06084,34.173,0.06084,34.173,False,0.04014193834553116,0.09378076062639826,125.0
1,54,0.06299,34.447,0.06299,34.447,False,0.042309320752434536,0.10195376584638337,125.0
1,55,0.06234,34.222,0.06234,34.222,False,0.04165406560616142,0.09524235645041017,125.0
1,56,0.0621,34.4,0.0621,34.4,False,0.041412125244460585,0.10055182699477996,125.0
1,57,0.06417,34.53,0.06417,34.53,False,0.04349886086413034,0.1044295302013423,125.0
1,58,0.06003,34.132,0.06003,34.132,False,0.03932538962479083,0.0925577926920208,125.0
1,59,0.06815,34.302,0.06815,34.302,False,0.04751103852900261,0.09762863534675613,125.0
1,60,0.07104,34.806,0.07104,34.806,False,0.05042440371781691,0.11266219239373593,125.0
1,61,0.07152,34.359,0.07152,34.359,False,0.05090828444121858,0.09932885906040272,125.0
1,62,0.06671,34.333,0.06671,34.333,False,0.04605939635879757,0.09855331841909017,125.0
1,63,0.07056,34.856,0.07056,34.856,False,0.04994052299441522,0.11415361670395231,125.0
1,64,0.17083,45.368151040376574,0.06653,34.495000000000005,True,0.04587794108752194,0.10338553318419103,125.0
1,65,0.06635,34.554,0.06635,34.554,False,0.04569648581624631,0.10514541387024613,125.0
1,66,0.06341,34.468,0.06341,34.468,False,0.042732716385411,0.10258016405667421,125.0
1,67,0.06514,34.522,0.06514,34.522,False,0.0444767031593379,0.10419090231170762,125.0
1,68,0.06866,34.396,0.06866,34.396,False,0.04802516179761689,0.10043251304996273,125.0
1,69,0.06627,34.351,0.06627,34.351,False,0.045615839029012686,0.09909023117076804,125.0
1,70,0.07256,34.766,0.07256,34.766,False,0.05195669267525556,0.11146905294556295,125.0
1,71,0.07297,34.839,0.07297,34.839,False,0.052370007459827825,0.11364653243847869,125.0
1,72,0.08156,34.687,0.08156,34.687,False,0.061029456239037085,0.10911260253542124,125.0
1,73,0.07112,34.239,0.07112,34.239,False,0.05050505050505052,0.09574944071588357,125.0
1,74,0.07727,34.919,0.07727,34.919,False,0.05670477227363457,0.11603281133482465,125.0
1,75,0.0696,34.617,0.0696,34.617,False,0.048972761547611855,0.10702460850111847,125.0
1,76,0.07851,34.731,0.07851,34.731,False,0.05795479747575557,0.11042505592841166,125.0
1,77,0.07762,34.702,0.07762,34.702,False,0.05705760196778161,0.10956002982848613,125.0
1,78,0.06996,34.711,0.06996,34.711,False,0.04933567209016311,0.10982848620432507,125.0
1,79,0.08073,34.881,0.08073,34.881,False,0.06019274582148834,0.11489932885906039,125.0
1,80,0.07223,34.4,0.07223,34.4,False,0.05162402467791691,0.10055182699477996,125.0
1,81,0.07215,34.703,0.07215,34.703,False,0.0515433778906833,0.1095898583146906,125.0
1,82,0.08238,34.854,0.08238,34.854,False,0.061856085808181624,0.11409395973154358,125.0
1,83,0.08172,34.582,0.08172,34.582,False,0.061190749813504315,0.1059806114839672,125.0
1,84,0.0792,34.427,0.0792,34.427,False,0.058650376015645496,0.10135719612229677,125.0
1,85,0.07619,34.812,0.07619,34.812,False,0.05561604064598077,0.11284116331096188,125.0
1,86,0.079,34.939,0.079,34.939,False,0.05844875904756146,0.11662938105891124,125.0
1,87,0.08281,35.325,0.08281,35.325,False,0.0622895622895623,0.12814317673378084,125.0
1,88,0.08173,34.474,0.08173,34.474,False,0.06120083066190851,0.10275913497389996,125.0
1,89,0.08194,34.567,0.08194,34.567,False,0.061412528478396754,0.1055331841909023,125.0
1,90,0.08671,34.871,0.08671,34.871,False,0.06622109316720096,0.1146010439970172,125.0
1,91,0.08299,34.758,0.08299,34.758,False,0.06247101756083793,0.11123042505592848,125.0
1,92,0.08726,34.784,0.08726,34.784,False,0.06677553982943206,0.11200596569724082,125.0
1,93,0.08817,35.103,0.08817,35.103,False,0.06769289703421441,0.1215212527964206,125.0
1,94,0.08447,34.629,0.08447,34.629,False,0.06396298312465978,0.10738255033557038,125.0
1,95,0.08458,34.959,0.08458,34.959,False,0.06407387245710601,0.11722595078299784,125.0
1,96,0.0878,35.012,0.0878,35.012,False,0.06731990564325895,0.11880686055182699,125.0
1,97,0.09531,35.094,0.09531,35.094,False,0.07489062279481443,0.12125279642058168,125.0
1,98,0.08585,35.056,0.08585,35.056,False,0.06535414020443961,0.1201193139448172,125.0
1,99,0.09014,35.111,0.09014,35.111,False,0.06967882416984214,0.12175988068605507,125.0
1,100,0.09506,34.851,0.09506,34.851,False,0.07463860158470939,0.1140044742729306,125.0
1,101,0.0972,35.27,0.0972,35.27,False,0.07679590314320854,0.12650260999254295,125.0
1,102,0.09014,34.998,0.09014,34.998,False,0.06967882416984214,0.11838926174496635,125.0
1,103,0.09449,35.035,0.09449,35.035,False,0.0740639932256699,0.11949291573452635,125.0
1,104,0.09787,35.391,0.09787,35.391,False,0.07747131998629006,0.13011185682326615,125.0
1,105,0.09535,35.315,0.09535,35.315,False,0.07493094618843124,0.12784489187173742,125.0
1,106,0.10023,35.201,0.10023,35.201,False,0.07985040020968166,0.12444444444444444,125.0
1,107,0.09795,34.875,0.09795,34.875,False,0.07755196677352368,0.11472035794183444,125.0
1,108,0.09222,35.015,0.09222,35.015,False,0.0717756406379161,0.11889634601043997,125.0
1,109,0.0958,35.051,0.0958,35.051,False,0.07538458436662031,0.11997017151379571,125.0
1,110,0.09811,34.751,0.09811,34.751,False,0.0777132603479909,0.11102162565249805,125.0
1,111,0.10271,35.125,0.10271,35.125,False,0.08235045061392368,0.12217747949291571,125.0
1,112,0.10265,35.028,0.10265,35.028,False,0.08228996552349847,0.11928411633109615,125.0
1,113,0.10206,35.506,0.10206,35.506,False,0.08169519546765057,0.1335421327367636,125.0
1,114,0.10501,35.367,0.10501,35.367,False,0.08466904574689008,0.12939597315436233,125.0
1,115,0.10052,35.638,0.10052,35.638,False,0.08014274481340351,0.13747949291573444,125.0
1,116,0.1141,35.726,0.1141,35.726,False,0.09383253694630941,0.1401043997017151,125.0
1,117,0.11119,35.394,0.11119,35.394,False,0.09089901006068672,0.13020134228187913,125.0
1,118,0.1108,35.592,0.1108,35.592,False,0.09050585697292285,0.13610738255033553,125.0
1,119,0.10771,35.227,0.10771,35.227,False,0.08739087481602453,0.12521998508575677,125.0
1,120,0.10475,35.097,0.10475,35.097,False,0.08440694368838082,0.12134228187919466,125.0
1,121,0.11929,35.498,0.11929,35.498,False,0.0990644972680901,0.1333035048471289,125.0
1,122,0.11262,35.485,0.11262,35.485,False,0.09234057138248757,0.13291573452647273,125.0
1,123,0.10871,35.526,0.10871,35.526,False,0.0883989596564447,0.1341387024608502,125.0
1,124,0.12151,35.689,0.12151,35.689,False,0.10130244561382289,0.1390007457121551,125.0
1,125,0.12436,35.409,0.12436,35.409,False,0.10417548740902036,0.130648769574944,125.0
1,126,0.12646,35.574,0.12646,35.574,False,0.1062924655739027,0.13557046979865764,125.0
1,127,0.11532,35.432,0.11532,35.432,False,0.09506240045162204,0.1313348247576436,125.0
1,128,0.12931,35.777,0.12931,35.777,False,0.1091655073691002,0.14162565249813572,125.0
1,129,0.11949,35.311,0.11949,35.311,False,0.09926611423617414,0.1277255779269202,125.0
1,130,0.12423,35.273,0.12423,35.273,False,0.10404443637976574,0.12659209545115593,125.0
1,131,0.12089,35.908,0.12089,35.908,False,0.10067743301276237,0.14553318419090233,125.0
1,132,0.13286,35.832,0.13286,35.832,False,0.1127442085525918,0.1432662192393736,125.0
1,133,0.1272,35.748,0.1272,35.748,False,0.10703844835581365,0.1407606263982102,125.0
1,134,0.13998,36.092,0.13998,36.092,False,0.11992177261638341,0.15102162565249808,125.0
1,135,0.13578,35.88,0.13578,35.88,False,0.11568781628661871,0.14469798657718128,125.0
1,136,0.13396,36.011,0.13396,36.011,False,0.11385310187705398,0.14860551826994786,125.0
1,137,0.13582,35.542,0.13582,35.542,False,0.1157281396802355,0.13461595824011935,125.0
1,138,0.14207,35.933,0.14207,35.933,False,0.12202866993286157,0.1462788963460104,125.0
1,139,0.14705,36.301,0.14705,36.301,False,0.127048932438154,0.15725577926920212,125.0
1,140,0.14057,36.112,0.14057,36.112,False,0.12051654267223132,0.15161819537658466,125.0
1,141,0.14156,35.948,0.14156,35.948,False,0.12151454666424727,0.1467263236390753,125.0
1,142,0.14457,36.287,0.14457,36.287,False,0.124548882033912,0.1568381804623415,125.0
1,143,0.14365,35.966,0.14365,35.966,False,0.12362144398072544,0.14726323639075317,125.0
1,144,0.14589,36.329,0.14589,36.329,False,0.12587955402326662,0.15809097688292317,125.0
1,145,0.15496,36.407,0.15496,36.407,False,0.13502288352587752,0.16041759880686043,125.0
1,146,0.15333,36.173,0.15333,36.173,False,0.13337970523599266,0.1534377330350485,125.0
1,147,0.15641,36.476,0.15641,36.476,False,0.1364846065444868,0.16247576435495895,125.0
1,148,0.15199,35.913,0.15199,35.913,False,0.13202887154982962,0.14568232662192382,125.0
1,149,0.15191,36.135,0.15191,36.135,False,0.13194822476259602,0.15230425055928404,125.0
1,150,0.16343,36.827,0.16343,36.827,False,0.14356136212423637,0.17294556301267702,124.0
